Name,Country,Latitude,Longitude,Elevation,Type,Status,marker-symbol
"Koussi, Emi",Chad,19.8,18.53,3415,Stratovolcano,Holocene,vol-red
Kozu-shima,Japan,34.22,139.15,574,Lava dome,Historical,vol-red
Kozyrevsky,Russia,55.58,158.38,2016,Shield volcano,Holocene,vol-red
Krafla,Iceland,65.73,-16.78,650,Caldera,Historical,vol-red
Krainy,Russia,56.37,159.03,1554,Shield volcano,Holocene,vol-red
Krakagiger,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,vol-red
Krakatau,Indonesia,-6.102,105.423,813,Caldera,Historical,vol-red
Krasheninnikov,Russia,54.593,160.273,1856,Caldera,Radiocarbon,vol-red
Kristnitokugigar,Iceland,63.98,-21.42,301,Crater rows,Historical,vol-red
Krisuvik,Iceland,63.93,-22.1,379,Crater rows,Historical,vol-red
Kronotsky,Russia,54.753,160.527,3528,Stratovolcano,Historical,vol-red
Ksudach,Russia,51.8,157.53,1079,Stratovolcano,Historical,vol-red
Kuchino-shima,Japan,29.97,129.93,627,Stratovolcano,Holocene,vol-red
Kuchino-shima,Japan,29.964,129.928,628,Stratovolcanoes,Radiocarbon,vol-red
Kuchinoerabu-jima,Japan,30.43,130.22,649,Stratovolcano,Historical,vol-red
Kuei-Shan-Tao,Taiwan,24.85,121.92,401,Stratovolcano,Pleistocene-Fumarol,vol-red
Kuju Group,Japan,33.08,131.25,1788,Stratovolcano,Historical,vol-red
Kukak,United States,58.47,-154.35,2040,Stratovolcano,Fumarolic,vol-red
Kula,Turkey,38.58,28.52,750,Cinder cone,Holocene,vol-red
Kulkev,Russia,56.37,158.37,915,Shield volcano,Holocene,vol-red
Kunlun Volc Group,China,35.52,80.2,5808,Pyroclastic cone,Historical,vol-red
Kupreanof,United States,56.02,-159.8,1895,Stratovolcano,Historical,vol-red
Kurikoma,Japan,38.95,140.78,1628,Stratovolcano,Historical,vol-red
Kurile Lake,Russia,51.45,157.12,104,Caldera,Radiocarbon,vol-red
Kurose Hole,Japan,33.4,139.68,-107,Submarine volcano,Holocene,vol-red
Kurose Hole,Japan,33.4,139.683,-107,Submarine volcano,Holocene?,vol-red
Kurub,Ethiopia,11.88,41.208,625,Shield volcano,Holocene,vol-red
Kusatsu-Shirane,Japan,36.62,138.55,2176,Stratovolcano,Historical,vol-red
Kutcharo,Japan,43.55,144.43,1000,Caldera,Tephrochronology,vol-red
Kuttara,Japan,42.5,141.18,581,Stratovolcano,Tephrochronology,vol-red
Kutum Volc Field,Sudan,14.5,25.8,0,Scoria cone,Holocene,vol-red
Kuwae,Vanuatu,-16.829,168.536,-2,Caldera,Historical,vol-red
Kverkfjoll,Iceland,64.65,-16.72,1920,Stratovolcano,Historical,vol-red
Kyatwa Volc Field,Uganda,0.45,30.25,1430,Tuff cone,Holocene,vol-red
La Palma,Spain,28.58,-17.83,2426,Stratovolcano,Historical,vol-red
"Lajas, Las",Nicaragua,12.3,-85.73,926,Shield volcano,Holocene,vol-red
Lakagigar,Sweden,64.42,17.33,1725,Caldera,Historical,vol-red
Lambafit,Iceland,64.08,-19.4,550,Crater rows,Historical,vol-red
Lamington,Papua New Guinea,-8.95,148.15,1680,Stratovolcano,Historical,vol-red
Lamongan,Indonesia,-8,113.342,1651,Stratovolcano,Historical,vol-red
Langila,Papua New Guinea,-5.525,148.42,1330,Complex volcano,Historical,vol-red
Langjokull,Iceland,64.75,-19.98,1360,Stratovolcano,Radiocarbon,vol-red
Lanin,Argentina,-39.633,-71.5,3747,Stratovolcano,Holocene,vol-red
Lanzarote,Spain,29.03,-13.63,670,Fissure vent,Historical,vol-red
Larderello,Italy,43.25,10.87,500,Explosion crater,Historical,vol-red
Lascar,Chile,-23.37,-67.73,5592,Stratovolcano,Historical,vol-red
Lassen Volc Center,United States,40.492,-121.508,3187,Stratovolcano,Historical,vol-red
Lastarria,Chile,-25.17,-68.5,5697,Stratovolcano,Holocene,vol-red
Late,Tonga,-18.806,-174.65,518,Stratovolcano,Historical,vol-red
Latukan,Philippines,7.65,124.47,2158,Stratovolcano,Holocene,vol-red
Lautaro,Chile,-49.02,-73.55,3380,Stratovolcano,Historical,vol-red
Lavic Lake,United States,34.75,-116.625,1495,Volcanic field,Holocene,vol-red
Lawu,Indonesia,-7.625,111.192,3265,Stratovolcano,Holocene,vol-red
Leizhou Bandao,China,20.83,109.78,259,Volcanic field,Holocene,vol-red
"Lengai, Ol Doinyo",Tanzania,-2.751,35.902,2890,Stratovolcano,Historical,vol-red
Leonard Range,Philippines,7.393,126.397,1190,Stratovolcano,Holocene,vol-red
Leroboleng,Indonesia,-8.358,122.842,1117,Complex volcano,Historical,vol-red
Leskov Island,Antarctica,-56.67,-28.13,190,Stratovolcano,Fumarolic,vol-red
Leutongey,Russia,57.3,159.83,1333,Shield volcano,Holocene,vol-red
Level Mountain,Canada,58.42,-131.35,2190,Shield volcano,Holocene,vol-red
Lewotobi,Indonesia,-8.53,122.775,1703,Stratovolcano,Historical,vol-red
Lewotobi Perempuan,Indonesia,-8.575,122.78,1703,Stratovolcano,Historical,vol-red
Lewotolo,Indonesia,-8.272,123.505,1423,Stratovolcano,Historical,vol-red
Lexone,Chile,-17.87,-69.48,5340,Lava dome,Holocene,vol-red
Liado Hayk Field,Ethiopia,9.57,40.28,878,Maar,Holocene,vol-red
Liamuiga,St. Kitts & Nevis,17.37,-62.8,1156,Stratovolcano,Radiocarbon,vol-red
Licancabur,Chile,-22.83,-67.88,5916,Stratovolcano,Holocene,vol-red
Lihir,Papua New Guinea,-3.125,152.642,700,Volcanic complex,Holocene,vol-red
Lindenberg Island,Antarctica,-65.03,-60.05,368,Pyroclastic cone,Uncertain,vol-red
Lipari,Italy,38.48,14.95,602,Stratovolcano,Historical,vol-red
Lipari,Italy,38.483,14.95,602,Stratovolcanoes,Radiocarbon,vol-red
Little Sitkin,United States,51.95,178.53,1188,Stratovolcano,Historical,vol-red
Ljosufjoll,Iceland,64.87,-22.23,988,Fissure vent,Anthropology,vol-red
Llaima,Chile,-38.692,-71.729,3125,Stratovolcano,Historical,vol-red
Llullaillaco,Argentina,-24.72,-68.53,6739,Stratovolcano,Historical,vol-red
Loihi,United States,18.92,-155.27,-975,Submarine volcano,Historical,vol-red
Lokon-Empung,Indonesia,1.358,124.792,1580,Stratovolcano,Historical,vol-red
Lolo,Papua New Guinea,-5.47,150.5,805,Stratovolcano,Holocene,vol-red
Lolobau,Papua New Guinea,-4.92,151.158,858,Caldera,Historical,vol-red
Loloru,Papua New Guinea,-6.52,155.62,1887,Pyroclastic shield,Radiocarbon,vol-red
Lomonosov Group,Russia,50.25,155.43,1681,Cinder cone,Holocene,vol-red
Long Island,Papua New Guinea,-5.358,147.12,1280,Complex volcano,Historical,vol-red
"Longavi, Nevado de",Chile,-36.193,-71.161,3242,Stratovolcano,Holocene,vol-red
Longgang Group,China,42.33,126.5,1000,Cinder cone,Radiocarbon,vol-red
Longonot,Kenya,-0.92,36.45,2776,Stratovolcano,Anthropology,vol-red
Lonquimay,Chile,-38.377,-71.58,2865,Stratovolcano,Historical,vol-red
Lopevi,Vanuatu,-16.507,168.346,1413,Stratovolcano,Historical,vol-red
Lower Chindwin,Myanmar,22.28,95.1,385,Volcanic field,Holocene,vol-red
Lubukraya,Indonesia,1.478,99.209,1862,Stratovolcano,Holocene,vol-red
"Lumut Balai, Bukit",Indonesia,-4.22,103.62,2055,Stratovolcano,Fumarolic,vol-red
"Lunayyir, Harrat",Saudi Arabia,25.17,37.75,1370,Volcanic field,Historical,vol-red
Lurus,Indonesia,-7.7,113.58,539,Complex volcano,Holocene,vol-red
Lvinaya Past,Russia,44.62,147,528,Stratovolcano,Radiocarbon,vol-red
Lysuholl,Iceland,64.87,-23.25,540,Pyroclastic cone,Holocene,vol-red
Ma Alalta,Ethiopia,13.02,40.2,1815,Stratovolcano,Holocene,vol-red
Maca,Chile,-45.1,-73.2,2960,Stratovolcano,Holocene,vol-red
Macauley Island,New Zealand,-30.2,-178.47,238,Caldera,Holocene,vol-red
Macdonald,Antarctica,-28.98,-140.25,-50,Submarine volcano,Historical,vol-red
"Machin, Cerro",Colombia,4.48,-75.4,2650,Stratovolcano,Radiocarbon,vol-red
Madeira,Portugal,32.733,-16.967,1862,Shield volcano,Radiocarbon,vol-red
Maderas,Nicaragua,11.446,-85.515,1394,Stratovolcano,Holocene,vol-red
Madilogo,Papua New Guinea,-9.2,147.57,850,Pyroclastic cone,Holocene,vol-red
Magaso,Philippines,9.258,123.175,1904,Stratovolcano,Holocene,vol-red
Mageik,United States,58.2,-155.25,2165,Stratovolcano,Historical,vol-red
Mahagnoa,Philippines,10.872,124.853,800,Stratovolcano,Fumarolic,vol-red
Mahawu,Indonesia,1.358,124.858,1324,Stratovolcano,Historical,vol-red
Maipo,Argentina,-34.161,-69.833,5264,Caldera,Historical,vol-red
Makaturing,Philippines,7.647,124.32,1940,Stratovolcano,Holocene,vol-red
Makian,Indonesia,0.32,127.4,1357,Stratovolcano,Historical,vol-red
Makushin,United States,53.9,-166.93,2036,Stratovolcano,Historical,vol-red
Malabar,Indonesia,-7.13,107.65,2343,Stratovolcano,Holocene,vol-red
Malang Plain,Indonesia,-8.02,112.68,680,Maar,Holocene,vol-red
Malinao,Philippines,13.422,123.597,1548,Stratovolcano,Fumarolic,vol-red
"Malinche, La",Mexico,19.23,-98.03,4503,Stratovolcano,Radiocarbon,vol-red
Malindang,Philippines,8.22,123.63,2435,Stratovolcano,Holocene,vol-red
Malindig,Philippines,13.24,122.018,1157,Stratovolcano,Hot Springs,vol-red
Malintang,Indonesia,0.467,99.667,1983,Stratovolcano,Holocene,vol-red
Mallahle,Ethiopia,13.27,41.65,1875,Stratovolcano,Holocene,vol-red
Maly Payalpan,Russia,55.82,157.98,1802,Shield volcano,Holocene,vol-red
Maly Semiachik,Russia,54.13,159.67,1560,Caldera,Historical,vol-red
Managlase Plateau,Papua New Guinea,-9.08,148.33,1342,Volcanic field,Anthropology,vol-red
Manam,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,Historical,vol-red
Manareyjar,Iceland,66.3,-17.1,0,Submarine volcano,Historical,vol-red
Manda Gargori,Ethiopia,11.75,41.483,,Fissure vents,Anthropology,vol-red
Manda Hararo,Ethiopia,12.17,40.82,600,Shield volcano,Holocene,vol-red
Manda-Inakir,Ethiopia,12.38,42.2,600,Fissure vent,Historical,vol-red
Mandalagan,Philippines,10.615,123.22,1879,Stratovolcano,Holocene,vol-red
Manengouba,Cameroon,5.03,9.83,2411,Stratovolcano,Holocene,vol-red
Manuk,Pacific Ocean,-5.53,130.292,282,Stratovolcano,Fumarolic,vol-red
Manzaz Volc Field,Algeria,23.917,5.833,1672,Scoria cones,Holocene,vol-red
Maquiling,Philippines,14.13,121.2,1090,Stratovolcano,Holocene,vol-red
Marapi,Indonesia,-0.381,100.473,2891,Complex volcano,Historical,vol-red
Marchena,Ecuador,0.33,-90.47,343,Shield volcano,Historical,vol-red
Mare,Indonesia,0.57,127.4,308,Unknown,Holocene,vol-red
"Marha, Jabal el-",Yemen,15.28,44.22,2650,Tuff cone,Holocene,vol-red
Marion Island,South Africa,-46.9,37.75,1230,Shield volcano,Historical,vol-red
Mariveles,Philippines,14.5,120.5,1420,Stratovolcano,Radiocarbon,vol-red
Markagunt Plateau,United States,37.58,-112.67,2840,Volcanic field,Dendrochronology,vol-red
Maroa,New Zealand,-38.42,176.08,1156,Caldera,Tephrochronology,vol-red
"Marra, Jebel",Sudan,12.95,24.27,3042,Volcanic field,Radiocarbon,vol-red
Marsabit,Kenya,2.32,37.97,1707,Shield volcano,Holocene,vol-red
Martin,United States,58.17,-155.35,1860,Stratovolcano,Historical,vol-red
Masaraga,Philippines,13.32,123.6,1328,Stratovolcano,Holocene,vol-red
Masaya,Nicaragua,11.984,-86.161,635,Caldera,Historical,vol-red
Mascota Volc Field,Mexico,20.62,-104.83,2540,Shield volcano,Holocene,vol-red
Mashkovtsev,Russia,51.1,156.72,503,Stratovolcano,Holocene,vol-red
Mashu,Japan,43.57,144.57,855,Caldera,Radiocarbon,vol-red
Mat Ala,Ethiopia,13.1,41.15,523,Shield volcano,Holocene,vol-red
Matthew Island,Pacific Ocean,-22.33,171.32,177,Stratovolcano,Historical,vol-red
Matutum,Philippines,6.37,125.108,2293,Stratovolcano,Holocene,vol-red
Maug Islands,United States,20.017,145.217,227,Stratovolcano,Fumarolic,vol-red
"Maule, Laguna del",Chile,-36.02,-70.58,3092,Stratovolcano,Holocene,vol-red
Mauna Kea,United States,19.82,-155.47,4206,Shield volcano,Radiocarbon,vol-red
Mauna Loa,United States,19.475,-155.608,4170,Shield volcano,Historical,vol-red
May-ya-moto,"Congo, DRC",-0.93,29.33,950,Fumarole field,Fumarolic,vol-red
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,vol-red
Mayor Island,New Zealand,-37.28,176.25,355,Shield volcano,Radiocarbon,vol-red
McDonald Islands,Indian Ocean,-53.03,72.6,186,Complex volcano,Historical,vol-red
Meager,Canada,50.63,-123.5,2680,Complex volcano,Radiocarbon,vol-red
Medicine Lake,United States,41.58,-121.57,2412,Shield volcano,Radiocarbon,vol-red
Medvezhia,Russia,45.38,148.83,1124,Somma volcano,Historical,vol-red
Mega Basalt Field,Kenya,4.08,37.42,1067,Pyroclastic cone,Holocene,vol-red
Megata,Japan,39.95,139.73,291,Maar,Tephrochronology,vol-red
Mehetia,France,-17.87,-148.07,435,Stratovolcano,Anthropology,vol-red
Meidob Volc Field,Sudan,15.32,26.47,2000,Scoria cone,Holocene,vol-red
Melbourne,Antarctica,-74.35,164.7,2732,Stratovolcano,Tephrochronology,vol-red
Melimoyu,Chile,-44.08,-72.88,2400,Stratovolcano,Holocene,vol-red
Mendeleev,Russia,43.98,145.7,887,Stratovolcano,Historical,vol-red
Menengai,Kenya,-0.2,36.07,2278,Shield volcano,Tephrochronology,vol-red
Mentolat,Chile,-44.67,-73.08,1660,Stratovolcano,Holocene,vol-red
Merapi,Indonesia,-7.542,110.442,2947,Stratovolcano,Historical,vol-red
Merbabu,Indonesia,-7.45,110.43,3145,Stratovolcano,Historical,vol-red
Mere Lava,Vanuatu,-14.45,168.05,1028,Stratovolcano,Holocene,vol-red
Meru,Tanzania,-3.25,36.75,4565,Stratovolcano,Historical,vol-red
Methana,Greece,37.615,23.336,760,Lava dome,Historical,vol-red
Metis Shoal,Tonga,-19.18,-174.87,43,Submarine volcano,Historical,vol-red
Mezhdusopochny,Russia,57.47,160.25,1641,Shield volcano,Holocene,vol-red
Michael,Antarctica,-57.78,-26.45,990,Stratovolcano,Historical,vol-red
Michoacan-Guanajuato,Mexico,19.48,-102.25,3860,Cinder cone,Historical,vol-red
Micotrin,Dominica,15.33,-61.33,1387,Lava dome,Historical,vol-red
Middle Gobi,Mongolia,45.28,106.7,1120,Cinder cone,Holocene,vol-red
Milbanke Sound Group,Canada,52.5,-128.73,335,Cinder cone,Holocene,vol-red
Milne,Russia,46.82,151.78,1540,Somma volcano,Holocene,vol-red
Milos,Greece,36.699,24.439,751,Stratovolcano,Holocene,vol-red
Minami-Hiyoshi,Japan,23.507,141.905,-30,Submarine volcano,Historical,vol-red
Minchinmavida,Chile,-42.78,-72.43,2404,Stratovolcano,Historical,vol-red
Miravalles,Costa Rica,10.748,-85.153,2028,Stratovolcano,Historical,vol-red
"Misti, El",Peru,-16.294,-71.409,5822,Stratovolcano,Historical,vol-red
Miyake-jima,Japan,34.08,139.53,815,Stratovolcano,Historical,vol-red
Mocho-Choshuenco,Chile,-39.927,-72.027,2422,Stratovolcano,Historical,vol-red
Moffett,United States,51.93,-176.75,1196,Stratovolcano,Holocene,vol-red
Mojanda,Ecuador,0.13,-78.27,4263,Stratovolcano,Holocene,vol-red
Mojanda,Ecuador,0.133,-78.267,4263,Stratovolcanoes,Holocene?,vol-red
Mokuyo Seamount,Japan,28.317,140.567,-920,Submarine volcano,Fumarolic,vol-red
Mombacho,Nicaragua,11.826,-85.968,1344,Stratovolcano,Holocene,vol-red
Momotombo,Nicaragua,12.422,-86.54,1297,Stratovolcano,Historical,vol-red
Monaco Bank,Portugal,37.6,-25.88,-197,Submarine volcano,Historical,vol-red
Mondaca,Chile,-35.464,-70.8,2048,Lava dome,Holocene,vol-red
Mono Craters,United States,37.88,-119,2796,Lava dome,Radiocarbon,vol-red
Mono Lake Volc Field,United States,38,-119.03,2121,Cinder cone,Tephrochronology,vol-red
Monowai Seamount,New Zealand,-25.887,-177.188,-100,Submarine volcano,Historical,vol-red
Montagu Island,Antarctica,-58.417,-26.333,1370,Shield volcano,Historical,vol-red
"Morning, Mt.",Antarctica,-78.5,163.533,2723,Shield volcano,Holocene,vol-red
Moti,Indonesia,0.45,127.4,950,Stratovolcano,Holocene,vol-red
Motlav,Vanuatu,-13.67,167.67,411,Stratovolcano,Holocene,vol-red
Moua Pihaa,France,-18.32,-148.67,-180,Submarine volcano,Seismicity,vol-red
Mousa Alli,Djibouti,12.47,42.4,2028,Stratovolcano,Holocene,vol-red
Moyuta,Guatemala,14.03,-90.1,1662,Stratovolcano,Hot Springs,vol-red
Muhavura,Uganda,-1.38,29.67,4127,Stratovolcano,Holocene,vol-red
Mundafell,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,vol-red
Mundua,Papua New Guinea,-4.63,149.35,179,Complex volcano,Holocene,vol-red
Muria,Indonesia,-6.617,110.883,1625,Stratovolcano,Holocene,vol-red
Musa River,Papua New Guinea,-9.308,148.13,808,Hydrothermal field,Hot Springs,vol-red
Mutnovsky,Russia,52.453,158.195,2322,Complex volcano,Historical,vol-red
Myojun Knoll,Japan,32.1,139.85,360,Submarine volcano,Holocene,vol-red
Myoko,Japan,36.88,138.12,2446,Stratovolcano,Radiocarbon,vol-red
NW Rota-1,United States,14.601,144.775,-517,Submarine volcano,Historical,vol-red
Nabro,Eritrea,13.37,41.7,2218,Stratovolcano,Holocene,vol-red
Nabukelevu,Tonga,-19.117,177.983,805,Lava domes,Radiocarbon,vol-red
Nakano-shima,Japan,29.85,129.87,979,Stratovolcano,Historical,vol-red
Namarunu,Kenya,1.9,36.27,817,Shield volcano,Tephrochronology,vol-red
Nantai,Japan,36.77,139.5,2484,Stratovolcano,Holocene,vol-red
Naolinco Volc Field,Mexico,19.67,-96.75,2000,Pyroclastic cone,Holocene,vol-red
Narcondum,India,13.43,94.25,710,Stratovolcano,Holocene,vol-red
Narugo,Japan,38.73,140.73,462,Caldera,Historical,vol-red
Nasu,Japan,37.12,139.97,1917,Stratovolcano,Historical,vol-red
Natib,Philippines,14.705,120.4,1287,Stratovolcano,Holocene,vol-red
Nazko,Canada,52.9,-123.73,1230,Cinder cone,Radiocarbon,vol-red
Ndete Napu,Indonesia,-8.72,121.78,750,Fumarole field,Fumarolic,vol-red
"Negra, Sierra",Ecuador,-0.83,-91.17,1490,Shield volcano,Historical,vol-red
"Negrillar, El",Chile,-24.18,-68.25,3500,Pyroclastic cone,Holocene,vol-red
"Negrillar, La",Chile,-24.28,-68.6,4109,Pyroclastic cone,Holocene,vol-red
"Negro de Mayasquer, Cerro",Ecuador,0.828,-77.964,4445,Stratovolcano,Holocene,vol-red
"Negro, Cerro",Nicaragua,12.506,-86.702,728,Cinder cone,Historical,vol-red
Nejapa-Miraflores,Nicaragua,12.12,-86.32,360,Fissure vent,Holocene,vol-red
Nemo Peak,Russia,49.57,154.808,1018,Caldera,Historical,vol-red
Nemrut Dagi,Turkey,38.65,42.02,3050,Stratovolcano,Historical,vol-red
"Nevada, Sierra",Argentina,-26.48,-68.58,6127,Complex volcano,Holocene,vol-red
Nevis Peak,Netherlands,17.15,-62.58,985,Stratovolcano,Holocene,vol-red
Newberry Volcano,United States,43.722,-121.229,2434,Shield volcano,Radiocarbon,vol-red
Newer Volcanics Prov,Australia,-37.77,142.5,1011,Shield volcano,Radiocarbon,vol-red
Ngaoundere Plateau,Cameroon,7.25,13.67,0,Volcanic field,Holocene,vol-red
Ngauruhoe,New Zealand,-39.158,175.63,2291,Stratovolcano,Historical,vol-red
Ngozi,Tanzania,-8.97,33.57,2622,Caldera,Holocene,vol-red
"Nicholson, Cerro",Peru,-16.258,-71.753,2520,Cinder cone,Holocene,vol-red
Nieuwerkerk,Pacific Ocean,-6.6,124.675,-2285,Submarine volcano,Uncertain,vol-red
Nightingale Island,United Kingdom,-37.417,-12.483,365,Stratovolcano,Historical,vol-red
Nii-jima,Japan,34.37,139.27,432,Lava dome,Historical,vol-red
Niigata-Yake-yama,Japan,36.92,138.03,2400,Lava dome,Historical,vol-red
Nikko,Japan,23.075,142.308,-391,Submarine volcano,Uncertain,vol-red
Nikko-Shirane,Japan,36.8,139.38,2578,Shield volcano,Historical,vol-red
Nila,Pacific Ocean,-6.73,129.5,781,Stratovolcano,Historical,vol-red
Nipesotsu-Upepesanke,Japan,43.45,143.03,2013,Lava dome,Historical,vol-red
Niseko,Japan,42.88,140.63,1154,Stratovolcano,Holocene,vol-red
Nishino-shima,Japan,27.274,140.882,38,Caldera,Historical,vol-red
Nisyros,Greece,36.58,27.18,698,Stratovolcano,Historical,vol-red
Niuafo'ou,Tonga,-15.6,-175.63,260,Shield volcano,Historical,vol-red
Norikura,Japan,36.12,137.55,3026,Stratovolcano,Radiocarbon,vol-red
North Gorda Ridge,Pacific Ocean,42.67,-126.78,-3000,Submarine volcano,Historical,vol-red
North Gorda Ridge,Pacific Ocean,42.667,-126.783,-3000,Submarine volcano,Historical,vol-red
North Island,Kenya,4.07,36.05,520,Tuff cone,Holocene,vol-red
North Sister Field,United States,44.17,-121.77,3074,Complex volcano,Radiocarbon,vol-red
North Vate,Vanuatu,-17.45,168.33,594,Stratovolcano,Holocene,vol-red
Northern EPR-Segment RO3,Pacific Ocean,15.833,-105.433,-2300,Submarine volcano,Magnetism,vol-red
Nosy-Be,Madagascar,-13.32,48.48,214,Cinder cone,Holocene,vol-red
Novarupta,United States,58.27,-155.16,841,Caldera,Historical,vol-red
Nuevo Mundo,Bolivia,-19.783,-66.483,5438,Lava domes,Holocene?,vol-red
Numazawa,Japan,37.43,139.58,1100,Shield volcano,Radiocarbon,vol-red
Nunivak Island,United States,60.02,-166.33,511,Shield volcano,Holocene,vol-red
Nyambeni Hills,Kenya,0.23,37.87,750,Shield volcano,Holocene,vol-red
Nyamuragira,"Congo, DRC",-1.408,29.2,3058,Shield volcano,Historical,vol-red
Nyiragongo,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,Historical,vol-red
Ofu-Olosega,United States,-14.175,-169.618,639,Shield volcano,Historical,vol-red
"Ojos del Salado, Nevados",Argentina,-27.12,-68.53,6887,Stratovolcano,Holocene,vol-red
Oka Volc Field,Russia,52.7,98.98,2077,Cinder cone,Holocene,vol-red
Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,vol-red
Oki-Dogo,Japan,36.17,133.33,151,Shield volcano,Anthropology,vol-red
Okmok,United States,53.42,-168.13,1073,Shield volcano,Historical,vol-red
Oku Volc Field,Cameroon,6.25,10.5,3011,Maar,Radiocarbon,vol-red
Ol Kokwe,Kenya,0.63,36.08,1130,Shield volcano,Holocene,vol-red
Olca-Paruma,Bolivia,-20.93,-68.48,5407,Stratovolcano,Historical,vol-red
Olkaria,Kenya,-0.904,36.292,2434,Pumice cone,Radiocarbon,vol-red
Olkoviy,Russia,52.077,157.477,636,Shield volcano,Holocene,vol-red
Ollague,Bolivia,-21.3,-68.18,5868,Stratovolcano,Holocene,vol-red
Olot Volc Field,Spain,42.17,2.53,893,Pyroclastic cone,Holocene,vol-red
Omachi Seamount,Japan,29.22,140.8,-1700,Submarine volcano,Uncertain,vol-red
Omanago Group,Japan,36.78,139.5,2367,Lava dome,Holocene,vol-red
On-take,Japan,35.9,137.48,3063,Complex volcano,Historical,vol-red
Opala,Russia,52.543,157.335,2475,Caldera,Radiocarbon,vol-red
Oraefajokull,Iceland,64,-16.65,2119,Stratovolcano,Historical,vol-red
"Orizaba, Pico de",Mexico,19.03,-97.268,5675,Stratovolcano,Historical,vol-red
Ormus Islands,Indian Ocean,26,57,0,Submarine volcano,Holocene,vol-red
Orosi,Costa Rica,10.98,-85.473,1659,Stratovolcano,Uncertain,vol-red
Oshima,Japan,34.73,139.38,758,Stratovolcano,Historical,vol-red
Oshima-Oshima,Japan,41.5,139.37,737,Stratovolcano,Historical,vol-red
Osore-yama,Japan,41.32,141.08,879,Stratovolcano,Historical,vol-red
Osorno,Chile,-41.1,-72.493,2652,Stratovolcano,Historical,vol-red
Ostanets,Russia,52.146,157.322,719,Shield volcano,Holocene,vol-red
Ostry,Russia,58.18,160.82,2552,Stratovolcano,Holocene,vol-red
Otdelniy,Russia,52.22,157.428,791,Shield volcano,Holocene,vol-red
"Overo, Cerro",Chile,-23.35,-67.67,4555,Maar,Holocene,vol-red
Ozernoy,Russia,51.88,157.38,562,Shield volcano,Holocene,vol-red
Pacaya,Guatemala,14.381,-90.601,2552,Complex volcano,Historical,vol-red
Paco,Philippines,9.593,125.52,524,Stratovolcano,Anthropology,vol-red
Pagan,United States,18.13,145.8,570,Stratovolcano,Historical,vol-red
Pago,Papua New Guinea,-5.58,150.52,742,Caldera,Historical,vol-red
Paka,Kenya,0.92,36.18,1697,Shield volcano,Ar/Ar,vol-red
Palei-Aike Volc Field,Chile,-52,-70,250,Cinder cone,Anthropology,vol-red
Palena Volc Group,Chile,-43.68,-72.5,0,Cinder cone,Holocene,vol-red
Palinuro,Italy,39.483,14.833,-70,Submarine volcano,Radiocarbon,vol-red
Palomo,Chile,-34.608,-70.295,4860,Stratovolcano,Holocene,vol-red
Paluweh,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,vol-red
Pampa Luxsar,Bolivia,-20.85,-68.2,5543,Volcanic field,Holocene,vol-red
Pantelleria,Italy,36.77,12.02,836,Shield volcano,Historical,vol-red
"Pantoja, Cerro",Chile,-40.77,-71.95,2112,Stratovolcano,Holocene,vol-red
Papandayan,Indonesia,-7.32,107.73,2665,Stratovolcano,Historical,vol-red
Papayo,Mexico,19.308,-98.7,3600,Lava dome,Holocene,vol-red
Paricutin Volcanic Field,Mexico,19.48,-102.25,3860,Cinder cone,Historical,vol-red
Parker,Philippines,6.12,124.892,1824,Stratovolcano,Historical,vol-red
Patah,Indonesia,-4.27,103.3,2817,Unknown,Uncertain,vol-red
"Patates, Morne",Dominica,15.22,-61.37,960,Stratovolcano,Radiocarbon,vol-red
Patilla Pata,Bolivia,-18.05,-69.03,5300,Stratovolcano,Holocene,vol-red
Patoc,Philippines,17.147,120.98,1865,Stratovolcano,Fumarolic,vol-red
Patuha,Indonesia,-7.15,107.37,2434,Stratovolcano,Holocene,vol-red
Paulet,Antarctica,-63.58,-55.77,353,Cinder cone,Holocene,vol-red
Pavlof,United States,55.42,-161.9,2519,Stratovolcano,Historical,vol-red
Pavlof Sister,United States,55.45,-161.87,2142,Stratovolcano,Historical,vol-red
"Payun Matru, Cerro",Argentina,-36.42,-69.2,3691,Shield volcano,Holocene,vol-red
Peinado,Argentina,-26.617,-68.15,5740,Stratovolcano,Holocene,vol-red
Pelee,Martinique,14.82,-61.17,1397,Stratovolcano,Historical,vol-red
Penanggungan,Indonesia,-7.62,112.63,1653,Stratovolcano,Holocene,vol-red
Pendan,Indonesia,-2.82,102.02,0,Unknown,Holocene,vol-red
Penguin Island,Antarctica,-62.1,-57.93,180,Stratovolcano,Lichenometry,vol-red
Perbakti,Indonesia,-6.75,106.68,1699,Stratovolcano,Fumarolic,vol-red
Petacas,Colombia,1.57,-76.78,4054,Lava dome,Holocene,vol-red
Peter I Island,Antarctica,-68.85,-90.58,1640,Shield volcano,Holocene,vol-red
Peuet Sague,Indonesia,4.914,96.329,2801,Complex volcano,Historical,vol-red
