Name,Country,Latitude,Longitude,Elevation,Type,Status,marker-symbol
Toney Mountain,Antarctica,-75.8,-115.83,3595,Shield volcano,Holocene,vol-red
Tongariro,New Zealand,-39.13,175.642,1978,Stratovolcano,Historical,vol-red
Tongkoko,Indonesia,1.52,125.2,1149,Stratovolcano,Historical,vol-red
Tore,Papua New Guinea,-5.83,154.93,2200,Lava cone,Holocene,vol-red
Torfajokull,Iceland,63.92,-19.17,1259,Stratovolcano,Historical,vol-red
Tori-shima,Japan,30.48,140.32,403,Stratovolcano,Historical,vol-red
Toroeng Prong,Vietnam,14.93,108,800,Cinder cone,Holocene,vol-red
"Tortuga, Isla",Mexico,27.392,-111.858,210,Shield volcano,Holocene,vol-red
Tosa Sucha,Ethiopia,5.92,37.57,1650,Cinder cone,Holocene,vol-red
"Tousside, Tarso",Chad,21.03,16.45,3265,Stratovolcano,Holocene,vol-red
Towada,Japan,40.47,140.92,1159,Caldera,Historical,vol-red
Traitor's Head,Vanuatu,-18.75,169.23,837,Stratovolcano,Historical,vol-red
Tres Virgenes,Mexico,27.47,-112.591,1940,Stratovolcano,Radiocarbon,vol-red
Tri Sestry,Russia,45.93,149.92,998,Stratovolcano,Holocene,vol-red
Trident,United States,58.23,-155.08,1864,Stratovolcano,Historical,vol-red
Trindade,Atlantic Ocean,-20.514,-29.331,600,Stratovolcano,Holocene,vol-red
Tristan da Cunha,Atlantic Ocean,-37.092,-12.28,2060,Stratovolcano,Historical,vol-red
Trocon,Argentina,-37.733,-70.9,2500,Lava domes,Holocene?,vol-red
Trollagigar,Iceland,64.43,-18.13,1000,Crater rows,Historical,vol-red
Tromen,Argentina,-37.142,-70.03,3978,Stratovolcano,Holocene,vol-red
Tronador,Chile,-41.157,-71.885,3491,Stratovolcano,Holocene?,vol-red
Tseax River Cone,Canada,55.12,-128.9,609,Pyroclastic cone,Radiocarbon,vol-red
Tshibinda,"Congo, DRC",-2.32,28.75,1460,Cinder cone,Holocene,vol-red
Tskhouk-Karckar,Armenia,39.733,46.017,3000,Pyroclastic cones,Tephrochronology,vol-red
Tsurumi,Japan,33.28,131.43,1584,Lava dome,Historical,vol-red
"Tujle, Cerro",Chile,-23.83,-67.95,3550,Maar,Holocene,vol-red
Tulabug,Ecuador,-1.78,-78.613,3336,Scoria cone,Holocene,vol-red
Tullu Moje,Ethiopia,8.158,39.13,2349,Pumice cone,Anthropology,vol-red
Tumble Buttes,United States,40.68,-121.55,2191,Cinder cone,Holocene,vol-red
Tundroviy,Russia,52.25,157.6,739,Shield volcano,Holocene,vol-red
Tungnafellsjokull,Iceland,64.73,-17.92,1535,Stratovolcano,Holocene,vol-red
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,vol-red
Tunkin Depression,Russia,51.5,102.5,1200,Volcanic field,Holocene,vol-red
Tupungatito,Chile,-33.4,-69.8,6000,Stratovolcano,Historical,vol-red
Turfan,China,42.9,89.25,0,Cone,Historical,vol-red
Turrialba,Costa Rica,10.03,-83.77,3340,Stratovolcano,Historical,vol-red
Tutuila,American Samoa,-14.295,-170.7,653,Tuff cone,Holocene,vol-red
Tutupaca,Peru,-17.025,-70.358,5815,Stratovolcano,Historical,vol-red
Tuya Volc Field,Canada,59.367,-130.583,2123,Volcanic field,Holocene,vol-red
"Tuzgle, Cerro",Argentina,-24.05,-66.483,5500,Stratovolcano,Holocene?,vol-red
Tuzovsky,Russia,57.32,159.97,1533,Shield volcano,Holocene,vol-red
Twin Buttes,United States,40.78,-121.6,1631,Cinder cone,Holocene,vol-red
Ubehebe Craters,United States,37.02,-117.45,752,Maar,Holocene,vol-red
Ubinas,Peru,-16.355,-70.903,5672,Stratovolcano,Historical,vol-red
Udina,Russia,55.755,160.527,2923,Stratovolcano,Holocene,vol-red
Udokan Volc Field,Russia,56.18,117.47,1980,Shield volcano,Radiocarbon,vol-red
Ugashik-Peulik,United States,57.75,-156.37,1474,Stratovolcano,Historical,vol-red
Uinkaret Field,United States,36.38,-113.13,1555,Volcanic field,Holocene,vol-red
Uka,Russia,57.7,160.58,1643,Shield volcano,Holocene,vol-red
Ukinrek Maars,United States,57.83,-156.52,91,Maar,Historical,vol-red
Uksichan,Russia,56.08,158.38,1692,Shield volcano,Holocene,vol-red
Ulawun,Papua New Guinea,-5.05,151.33,2334,Stratovolcano,Historical,vol-red
Uliaga,United States,53.07,-169.77,888,Stratovolcano,Holocene,vol-red
Ulreung,South Korea,37.5,130.87,984,Stratovolcano,Radiocarbon,vol-red
Ulug-Arginsky,Russia,52.33,98,1800,Cinder cone,Holocene,vol-red
Umboi,Papua New Guinea,-5.589,147.875,1548,Complex volcano,Holocene,vol-red
"Umm Arafieb, Jebel",Sudan,18.17,33.83,0,Shield volcano,Holocene,vol-red
Ungaran,Indonesia,-7.18,110.33,2050,Stratovolcano,Holocene,vol-red
Unnamed,New Zealand,-29.18,-177.87,-560,Submarine volcano,Historical,vol-red
Unnamed,United States,-14.23,-169.07,-650,Submarine volcano,Uncertain,vol-red
Unnamed,Taiwan,25.42,122.33,-100,Submarine volcano,Historical,vol-red
Unnamed,Tonga,-21.07,-175.33,0,Not Volcanic,Historical,vol-red
Unnamed,United States,52,-173.5,0,Submarine volcano,Hydrophonic,vol-red
Unnamed,Chile,-33.622,-78.78,0,Submarine volcano,Historical,vol-red
Unnamed,Netherlands,16.13,-61.28,-7,Submarine volcano,Historical,vol-red
Unnamed,Atlantic Ocean,66,-27.75,-108,Submarine volcano,Uncertain,vol-red
Unnamed,Atlantic Ocean,49,-34.5,-1650,Submarine volcano,Historical,vol-red
Unnamed,Russia,48.08,153.33,-150,Submarine volcano,Historical,vol-red
Unnamed,Papua New Guinea,-5.2,148.57,0,Submarine volcano,Uncertain,vol-red
Unnamed,Syria,33.15,36.258,1197,Volcanic field,Holocene,vol-red
Unnamed,Tonga,-21.38,-175.65,-500,Submarine volcano,Historical,vol-red
Unnamed,Indonesia,3.97,124.17,-5000,Submarine volcano,Uncertain,vol-red
Unnamed,Russia,56.82,158.95,1185,Shield volcano,Holocene,vol-red
Unnamed,Pacific Ocean,-53.9,-140.3,-1000,Submarine volcano,Uncertain,vol-red
Unnamed,Pacific Ocean,-25.78,168.63,-2400,Submarine volcano,Hydrophonic,vol-red
Unnamed,Solomon Is.,-8.92,158.03,-240,Submarine volcanoes,Holocene,vol-red
Unnamed,Pacific Ocean,9.82,-104.3,-2500,Submarine volcano,Historical,vol-red
Unnamed,Taiwan,21.83,121.18,-115,Submarine volcano,Historical,vol-red
Unnamed,Taiwan,20.93,134.75,-6000,Submarine volcano,Uncertain,vol-red
Unnamed,Tonga,-20.85,-175.53,-13,Submarine volcano,Historical,vol-red
Unnamed,Iran,39.25,45.167,,Volcanic field,Holocene,vol-red
Unnamed,Tonga,-24.8,-177.017,-385,Submarine volcano,Fumarolic,vol-red
Unnamed,Tonga,-21.15,-175.75,-65,Submarine volcano,Holocene,vol-red
Unnamed,Tonga,-18.325,-174.365,-40,Submarine volcano,Historical,vol-red
Unnamed,Japan,26.133,144.483,-3200,Submarine volcano?,Uncertain,vol-red
Unnamed,United States,21,142.9,,Submarine volcano?,Uncertain,vol-red
Unnamed,United States,20.3,143.2,,Submarine volcano?,Uncertain,vol-red
Unnamed,Pacific Ocean,31.75,-124.25,-2533,Submarine volcano?,Uncertain,vol-red
Unnamed,Pacific Ocean,10.733,-103.583,,Submarine volcano,Historical,vol-red
Unnamed,Pacific Ocean,9.833,-104.3,-2500,Submarine volcano,Historical,vol-red
Unnamed,Pacific Ocean,-8.267,-107.95,-2800,Submarine volcano,Historical,vol-red
Unnamed,Pacific Ocean,-53.9,-140.3,-1000,Submarine volcano,Uncertain,vol-red
Unnamed,Pacific Ocean,-55.967,-143.167,,Submarine volcano,Uncertain,vol-red
Unnamed,Argentina,-25.1,-68.267,,Pyroclastic cone,Holocene?,vol-red
Unnamed,Arctic Ocean,85.583,85,-3800,Submarine volcano,Holocene,vol-red
Unnamed,Georgia,42.45,44.25,3750,Cinder cone,Holocene,vol-red
Unnamed,Atlantic Ocean,7,-21.83,-1415,Submarine volcano,Uncertain,vol-red
Unnamed,Ethiopia,8.62,38.95,1800,Fissure vent,Holocene,vol-red
Unnamed,Atlantic Ocean,-0.58,-15.83,-1528,Submarine volcano,Historical,vol-red
Unnamed,Antarctica,-73.45,164.58,2987,Scoria cone,Holocene,vol-red
Unnamed,Ethiopia,8.7,39.63,1300,Pyroclastic cone,Holocene,vol-red
Unnamed,Antarctica,-76.83,163,-500,Submarine volcano,Holocene,vol-red
Unnamed,Ethiopia,8.07,39.07,1800,Fissure vent,Holocene,vol-red
Unnamed,Ethiopia,7.95,38.93,1889,Fissure vent,Holocene,vol-red
Unnamed,Atlantic Ocean,-3.5,-24.5,-5300,Submarine volcano,Uncertain,vol-red
Unnamed,Atlantic Ocean,4.2,-21.45,-2900,Submarine volcano,Uncertain,vol-red
Unnamed,Georgia,41.55,43.6,3400,Lava cone,Holocene,vol-red
Unnamed,Ethiopia,5.65,37.67,1200,Cinder cone,Holocene,vol-red
Unnamed,Chile,-33.62,-76.83,-642,Submarine volcano,Uncertain,vol-red
Unnamed,Arctic Ocean,88.27,-65.6,-1500,Submarine volcano,Historical,vol-red
Unnamed,Atlantic Ocean,38.75,-38.08,-4200,Submarine volcano,Historical,vol-red
Unnamed,Atlantic Ocean,39.95,-25.83,-2835,Submarine volcano,Uncertain,vol-red
Unnamed,Portugal,37.78,-25.67,350,Pyroclastic cone,Historical,vol-red
Unnamed,United States,23.58,-163.83,-4000,Submarine volcano,Historical,vol-red
Unnamed,Mexico,28,-115,0,Submarine volcano,Uncertain,vol-red
Unnamed,Japan,26.13,144.48,-3200,Submarine volcano,Uncertain,vol-red
Unnamed,Papua New Guinea,-4.75,150.85,0,Submarine volcano,Uncertain,vol-red
Unnamed,Russia,55.92,161.75,0,Cinder cone,Holocene,vol-red
Unnamed,United States,21.75,-158.75,-3000,Submarine volcano,Uncertain,vol-red
Unnamed,United States,21,142.9,0,Submarine volcano,Uncertain,vol-red
Unnamed,Philippines,20.33,121.75,-24,Submarine volcano,Historical,vol-red
Unnamed,Papua New Guinea,-4.311,146.256,-2000,Submarine volcano,Uncertain,vol-red
Unnamed,Pacific Ocean,31.75,-124.25,-2533,Submarine volcano,Uncertain,vol-red
Unnamed,Russia,46.47,151.28,-502,Submarine volcano,Hydrophonic,vol-red
Unnamed,Tanzania,-8.63,33.57,0,Pyroclastic cone,Holocene,vol-red
Unnamed,United States,55.93,-160,1555,Cinder cone,Holocene,vol-red
Unnamed,China,35.85,91.7,5400,Volcanic field,Holocene,vol-red
Unnamed,Russia,52.88,158.3,700,Shield volcano,Holocene,vol-red
Unnamed,Russia,46.1,150.5,-100,Submarine volcano,Uncertain,vol-red
Unnamed,Russia,45.03,147.208,-930,Submarine volcano,Uncertain,vol-red
Unnamed,Vanuatu,-16.992,168.592,216,Stratovolcano,Holocene,vol-red
Unnamed,United States,20.3,143.2,0,Submarine volcano,Uncertain,vol-red
Unnamed,Russia,51.6,156.55,298,Cinder cone,Holocene,vol-red
Unnamed,United States,57.87,-155.42,300,Lava dome,Holocene,vol-red
Unnamed,Indian Ocean,11.75,80.75,0,Submarine volcano,Uncertain,vol-red
Unnamed,Indian Ocean,12.25,45,0,Submarine volcano,Uncertain,vol-red
Unnamed,Russia,52.92,158.52,450,Shield volcano,Holocene,vol-red
Unnamed,United States,-3.03,147.78,-1300,Submarine volcano,Hydrophonic,vol-red
Unnamed,Iran,28.17,60.67,0,Volcanic field,Holocene,vol-red
Unnamed,Taiwan,24,121.83,0,Submarine volcano,Historical,vol-red
Unnamed,Syria,32.658,36.425,1436,Volcanic field,Holocene,vol-red
Unnamed,Taiwan,19.17,132.25,-10,Submarine volcano,Uncertain,vol-red
Unnamed,Syria,33.308,36.925,945,Volcanic field,Holocene,vol-red
Unnamed,Syria,36.67,37,0,Unknown,Historical,vol-red
Unnamed,Russia,52.57,157.02,610,Cinder cone,Holocene,vol-red
Unnamed,Russia,52.33,157.33,638,Pyroclastic cone,Holocene,vol-red
Unzen,Japan,32.75,130.3,1500,Complex volcano,Historical,vol-red
Upolu,Samoa,-13.935,-171.72,1100,Shield volcano,Holocene,vol-red
Urataman,Russia,47.12,152.23,678,Somma volcano,Holocene,vol-red
Ushishur,Russia,47.52,152.8,401,Caldera,Historical,vol-red
Ushkovsky,Russia,56.105,160.47,3943,Compound volcano,Historical,vol-red
Usu,Japan,42.53,140.83,731,Stratovolcano,Historical,vol-red
Usulutan,El Salvador,13.419,-88.471,1449,Stratovolcano,Holocene,vol-red
Utila Island,Honduras,16.1,-86.9,90,Pyroclastic cone,Holocene,vol-red
"Uwayrid, Harrat",Saudi Arabia,27.08,37.25,1900,Volcanic field,Anthropology,vol-red
Uzon,Russia,54.5,159.97,1617,Caldera,Radiocarbon,vol-red
Vakak Group,Afghanistan,34.25,67.97,3190,Volcanic field,Holocene,vol-red
"Valle, El",Panama,8.583,-80.167,1185,Stratovolcano,Holocene?,vol-red
Veniaminof,United States,56.17,-159.38,2507,Stratovolcano,Historical,vol-red
Verkhovoy,Russia,56.52,159.53,1400,Shield volcano,Holocene,vol-red
Vernadskii Ridge,Russia,50.55,155.97,1183,Cinder cone,Holocene,vol-red
Vestmannaeyjar,Iceland,63.43,-20.28,279,Submarine volcano,Historical,vol-red
Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,vol-red
Veteran,Vietnam,9.83,109.05,0,Submarine volcano,Fumarolic,vol-red
Victory,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,Historical,vol-red
"Viedma, Volcan",Argentina,-49.358,-73.28,1300,Subglacial volcano,Historical,vol-red
Villarrica,Chile,-39.42,-71.93,2847,Stratovolcano,Historical,vol-red
Vilyuchik,Russia,52.68,158.3,2173,Stratovolcano,Tephrochronology,vol-red
Visoke,Rwanda,-1.47,29.492,3711,Stratovolcano,Historical,vol-red
"Volcanico, Cerro",Argentina,-42.07,-71.65,0,Cinder cone,Holocene,vol-red
Volcano W,New Zealand,-31.85,-179.183,-900,Submarine volcanoes,Fumarolic,vol-red
"Voon, Tarso",Chad,20.92,17.28,3100,Stratovolcano,Fumarolic,vol-red
Voyampolsky,Russia,58.37,160.62,1225,Shield volcano,Holocene,vol-red
Vsevidof,United States,53.13,-168.68,2149,Stratovolcano,Historical,vol-red
Vulcano,Italy,38.404,14.962,500,Stratovolcano,Historical,vol-red
Vulsini,Italy,42.6,11.93,800,Caldera,Historical,vol-red
Waesche,Antarctica,-77.17,-126.88,3292,Shield volcano,Holocene,vol-red
Waiowa,Papua New Guinea,-9.57,149.075,640,Pyroclastic cone,Historical,vol-red
Wallis Islands,Wallis & Futuna,-13.3,-176.17,143,Shield volcano,Holocene,vol-red
Walo,Papua New Guinea,-5.53,150.9,15,Hydrothermal field,Hot Springs,vol-red
Wapi Lava Field,United States,42.88,-113.22,1604,Shield volcano,Radiocarbon,vol-red
Washiba-Kumonotaira,Japan,36.4,137.5,2924,Shield volcano,Tephrochronology,vol-red
"Watt, Morne",Dominica,15.307,-61.305,1224,Stratovolcanoes,Historical,vol-red
Wau-en-Namus,Libya,25.05,17.55,547,Caldera,Holocene?,vol-red
Wayang-Windu,Indonesia,-7.208,107.63,2182,Lava dome,Fumarolic,vol-red
Wells Gray-Clearwater,Canada,52.33,-120.57,2015,Cinder cone,Dendrochronology,vol-red
West Crater,United States,45.88,-122.08,1329,Volcanic field,Radiocarbon,vol-red
West Eifel Volc Field,Germany,50.17,6.85,600,Maar,Radiocarbon,vol-red
West Mata,Tonga,-15.1,-173.75,-1174,Submarine volcano,Historical,vol-red
Westdahl,United States,54.52,-164.65,1654,Stratovolcano,Historical,vol-red
Whangarei,New Zealand,-35.75,174.27,397,Cinder cone,Holocene,vol-red
White Island,New Zealand,-37.52,177.18,321,Stratovolcano,Historical,vol-red
Wilis,Indonesia,-7.808,111.758,2563,Stratovolcano,Holocene,vol-red
"Wolf, Volcan",Ecuador,0.02,-91.35,1710,Shield volcano,Historical,vol-red
Wrangell,United States,62,-144.02,4317,Shield volcano,Historical,vol-red
Wudalianchi,China,48.72,126.12,597,Volcanic field,Historical,vol-red
Wurlali,Indonesia,-7.125,128.675,868,Stratovolcano,Historical,vol-red
Xianjindao,North Korea,41.33,128,0,Unknown,Historical,vol-red
Yake-dake,Japan,36.22,137.58,2455,Stratovolcano,Historical,vol-red
Yali,Greece,36.63,27.1,176,Lava dome,Holocene,vol-red
Yangudi,Ethiopia,10.58,41.042,1383,Complex volcano,Holocene,vol-red
Yantarni,United States,57.02,-157.18,1336,Stratovolcano,Tephrochronology,vol-red
Yanteles,Chile,-43.5,-72.8,2042,Stratovolcanoes,Radiocarbon,vol-red
"Yanteles, Cerro",Chile,-43.42,-72.83,2050,Stratovolcano,Historical,vol-red
"Yar, Jabal",Saudi Arabia,17.05,42.83,305,Volcanic field,Historical,vol-red
Yasur,Vanuatu,-19.52,169.425,361,Stratovolcano,Historical,vol-red
Yate,Chile,-41.755,-72.396,2187,Stratovolcano,Holocene,vol-red
Yelia,Papua New Guinea,-7.05,145.858,3384,Stratovolcano,Holocene,vol-red
Yellowstone,United States,44.43,-110.67,2805,Caldera,Tephrochronology,vol-red
Yersey,Indonesia,-7.53,123.95,-3800,Submarine volcano,Uncertain,vol-red
"Yojoa, Lake",Honduras,14.98,-87.98,1090,Volcanic field,Holocene,vol-red
Yomba,Papua New Guinea,-4.92,146.75,0,Unknown,Uncertain,vol-red
Yotei,Japan,42.83,140.82,1893,Stratovolcano,Radiocarbon,vol-red
Young Island,Antarctica,-66.42,162.45,1340,Stratovolcano,Fumarolic,vol-red
Yucamane,Peru,-17.18,-70.2,5550,Stratovolcano,Historical,vol-red
"Yumia, Cerro",Bolivia,-21.5,-67.5,4050,Cone,Holocene,vol-red
Yunaska,United States,52.63,-170.63,550,Shield volcano,Historical,vol-red
"Zacate Grande, Isla",Honduras,13.33,-87.63,600,Stratovolcano,Holocene,vol-red
Zao,Japan,38.15,140.45,1841,Complex volcano,Historical,vol-red
Zaozerny,Russia,56.88,159.95,1349,Shield volcano,Holocene,vol-red
Zapatera,Nicaragua,11.73,-85.82,629,Shield volcano,Holocene,vol-red
Zavaritsky,Russia,53.905,158.385,1567,Stratovolcano,Radiocarbon,vol-red
Zavaritsky,Russia,53.905,158.385,1567,Cinder cones,Radiocarbon,vol-red
Zavaritzki Caldera,Russia,46.925,151.95,624,Caldera,Historical,vol-red
Zavodovski,Antarctica,-56.3,-27.57,551,Stratovolcano,Historical,vol-red
Zengyu,Taiwan,26.18,122.458,-418,Submarine volcano,Historical,vol-red
Zheltovsky,Russia,51.57,157.323,1953,Stratovolcano,Historical,vol-red
Zhupanovsky,Russia,53.59,159.147,2958,Compound volcano,Historical,vol-red
Zimina,Russia,55.862,160.603,3081,Stratovolcano,Holocene,vol-red
"Zubair, Jebel",Yemen,15.05,42.18,191,Shield volcano,Historical,vol-red
Zukur,Yemen,14.02,42.75,624,Shield volcano,Holocene,vol-red
Zuni-Bandera,United States,34.8,-108,2550,Volcanic field,Anthropology,vol-red
